 ,phylum,class,order,family,genus,specificEpithet,sex,measurementType,measurementValue,measurementUnit,temperature,respiratoryQuotient,sampleSizeValue,comments,reference,inTextReference,publicationYear,fullReference,measurementMethod,metadataComment
223,Chordata,Mammalia,Rodentia,Sciuridae,Rubrisciurus,rubriventer,,brain size,6.9,g,,,,Parasciurus rufiventer,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
223,Chordata,Mammalia,Rodentia,Sciuridae,Rubrisciurus,rubriventer,,body mass,365,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
224,Chordata,Mammalia,Rodentia,Sciuridae,Rubrisciurus,rubriventer,,brain size,6.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
224,Chordata,Mammalia,Rodentia,Sciuridae,Rubrisciurus,rubriventer,,body mass,365,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
225,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,niger,,brain size,7.2,g,,,,Sciurus cinereus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
225,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,niger,,body mass,328,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
226,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,sibirica,,brain size,18.1,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
226,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,sibirica,,body mass,1890,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
227,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,,brain size,2.2,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
227,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,,body mass,200,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
228,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,,brain size,2.4,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
228,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,,body mass,115,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
229,Chordata,Mammalia,Rodentia,Gliridae,Glis,glis,,brain size,1.9,g,,,,Myoxus glis,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
229,Chordata,Mammalia,Rodentia,Gliridae,Glis,glis,,body mass,148,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
230,Chordata,Mammalia,Rodentia,Cricetidae,Cricetus,cricetus,,brain size,2.2,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
230,Chordata,Mammalia,Rodentia,Cricetidae,Cricetus,cricetus,,body mass,297,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
231,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,,brain size,8.75,g,,,,Epimys norwegicus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
231,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,,body mass,465,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
232,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,,brain size,7.3,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
232,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,,body mass,254,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
233,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,gerbillus,,brain size,3.4,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
233,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,gerbillus,,body mass,95,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
234,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,,brain size,0.5,g,,,,Muscarinus avellanarius,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
234,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,,body mass,13,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
235,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,saliens,,brain size,3.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
235,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,saliens,,body mass,193,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
236,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,orientalis,,brain size,2.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
236,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,orientalis,,body mass,98,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
237,Chordata,Mammalia,Rodentia,Capromyidae,Capromys,pilorides,,brain size,4.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
237,Chordata,Mammalia,Rodentia,Capromyidae,Capromys,pilorides,,body mass,155,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
238,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,africanus,,brain size,25.3,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
238,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,africanus,,body mass,3629,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
239,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,,brain size,16,g,,,,Viscacia viscacia,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
239,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,,body mass,2252,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
240,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,,brain size,15.2,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
240,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,,body mass,2350,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
241,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,,brain size,14.8,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
241,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,,body mass,3845,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
242,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,,brain size,14.3,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
242,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,,body mass,1395,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
243,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,,brain size,35.8,g,,,,Coelogenys paca,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
243,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,,body mass,5635,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
244,Chordata,Mammalia,Rodentia,Caviidae,Dolichotis,patagonum,,brain size,30.5,g,,,,Dolichotes patagonicus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
245,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,,brain size,6.4,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
245,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,,body mass,348,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
246,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,,brain size,4.1,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
246,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,,body mass,648,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
247,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,,brain size,3.8,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
247,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,,body mass,493,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
248,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,,brain size,2.9,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
248,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,,body mass,106.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
249,Chordata,Mammalia,Rodentia,Caviidae,Cavia,apera,,brain size,2.8,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
249,Chordata,Mammalia,Rodentia,Caviidae,Cavia,apera,,body mass,88,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
250,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,,brain size,17.8,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
251,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,brain size,13.7,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
251,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,body mass,2844,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
252,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,brain size,10.6,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
252,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,body mass,2217,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
253,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,brain size,9.05,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
253,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,body mass,622,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
254,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,,brain size,20,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
254,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,,body mass,1920,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
255,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,,brain size,14.8,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
255,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,,body mass,600,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
256,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,,brain size,85.3,g,,,,Dicotyles torquatus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
258,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,canadensis,,brain size,409.3,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
258,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,canadensis,,body mass,200000,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
261,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,,brain size,255.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
261,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,,body mass,125000,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
262,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,,brain size,288,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
262,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,,body mass,125000,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
266,Chordata,Mammalia,Cingulata,Chlamyphoridae,Euphractus,sexcinctus,,brain size,33.5,g,,,,Dasypus sexcinctus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
266,Chordata,Mammalia,Cingulata,Chlamyphoridae,Euphractus,sexcinctus,,body mass,7990,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
267,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,tridactylus,,brain size,24.9,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
267,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,tridactylus,,body mass,4097,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
268,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,,brain size,11.4,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
268,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,,body mass,1620,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
269,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,,brain size,35.8,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
270,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,,brain size,13.5,g,,,,"I believe if my German is correct, the other two values were for juvenile therefore deleted ",203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
270,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,,body mass,1433,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
272,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,,brain size,6.3,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
272,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,,body mass,1700,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
273,Chordata,Reptilia,Squamata,Agamidae,Agama,inermis,,brain size,0.099,g,,,,,reference,inTextReference,publicationYear,fullReference,measurementMethod,metadataComment
274,Chordata,Reptilia,Squamata,Agamidae,Calotes,versicolor,,brain size,0.097,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
275,Chordata,Reptilia,Squamata,Agamidae,Agama,agama,,brain size,0.173,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
276,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,acanthinurus,,brain size,0.335,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
277,Chordata,Reptilia,Squamata,Anguidae,Anguis,fragilis,,brain size,0.044,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
278,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,lateralis,,brain size,0.061,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
279,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,caretta,,brain size,2.7,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
280,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,,brain size,0.1,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
281,Chordata,Reptilia,Squamata,Colubridae,Natrix,maura,,brain size,0.095,g,,,,,,,,,,
282,Chordata,Reptilia,Squamata,Colubridae,Coronella,girondica,,brain size,0.088,g,,,,,,,,,,
283,Chordata,Reptilia,Squamata,Colubridae,Zamenis,longissima,,brain size,0.168,g,,,,,,,,,,
284,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,,brain size,0.291,g,,,,,,,,,,
285,Chordata,Reptilia,Squamata,Colubridae,Naja,melanoleuca,,brain size,0.646,g,,,,,,,,,,
286,Chordata,Reptilia,Squamata,Colubridae,Cerastes,vipera,,brain size,0.076,g,,,,,,,,,,
287,Chordata,Reptilia,Squamata,Colubridae,Vipera,berus,,brain size,0.105,g,,,,,,,,,,
288,Chordata,Reptilia,Squamata,Colubridae,Vipera,aspis,,brain size,0.1015,g,,,,,,,,,,
289,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,piscivorus,,brain size,0.64,g,,,,,,,,,,
290,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cordylus,,brain size,0.175,g,,,,,,,,,,
291,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,auratus,,brain size,0.073,g,,,,,,,,,,
292,Chordata,Reptilia,Testudines,Emydidae,Trachemys,scripta,,brain size,0.738,g,,,,,,,,,,
293,Chordata,Reptilia,Squamata,Gekkonidae ,Hemidactylus  ,mabouia,,brain size,0.033,g,,,,,,,,,,
294,Chordata,Reptilia,Squamata,Gekkonidae ,Phelsuma,cepediana,,brain size,0.059,g,,,,,,,,,,
295,Chordata,Reptilia,Squamata,Gekkonidae ,Gekko,gecko,,brain size,0.198,g,,,,,,,,,,
296,Chordata,Reptilia,Squamata,Gerrhosauridae,Zonosaurus,quadrilineatus,,brain size,0.209,g,,,,,,,,,,
297,Chordata,Reptilia,Squamata,Gerrhosauridae,Zonosaurus,maximus,,brain size,0.565,g,,,,,,,,,,
298,Chordata,Reptilia,Squamata,Gerrhosauridae,Ameiva,sp.,,brain size,0.231,g,,,,,,,,,,
299,Chordata,Reptilia,Squamata,Gerrhosauridae,Callopistes,maculatus,,brain size,0.318,g,,,,,,,,,,
300,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,,brain size,0.606,g,,,,,,,,,,
301,Chordata,Reptilia,Squamata,Lacertidae,Psammodromus,hispanicus,,brain size,0.025,g,,,,,,,,,,
